,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Dream On,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
Otro Lado,0.739,0.542,11,-9.625,1,0.0509,0.644,0.00937,0.285,0.565,97.008,audio_features,5CW1lIQkzMj5SjFZgM40iE,spotify:track:5CW1lIQkzMj5SjFZgM40iE,https://api.spotify.com/v1/tracks/5CW1lIQkzMj5SjFZgM40iE,https://api.spotify.com/v1/audio-analysis/5CW1lIQkzMj5SjFZgM40iE,237456,4
Fotografía,0.488,0.712,7,-4.42,1,0.0537,0.291,0,0.22,0.636,84.757,audio_features,077PJDyOfA5J8mRb9Ane6v,spotify:track:077PJDyOfA5J8mRb9Ane6v,https://api.spotify.com/v1/tracks/077PJDyOfA5J8mRb9Ane6v,https://api.spotify.com/v1/audio-analysis/077PJDyOfA5J8mRb9Ane6v,238133,4
Wish,0.65,0.613,9,-6.13,0,0.128,0.00336,0,0.267,0.0804,149.972,audio_features,2U5WueTLIK5WJLD7mvDODv,spotify:track:2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/tracks/2U5WueTLIK5WJLD7mvDODv,https://api.spotify.com/v1/audio-analysis/2U5WueTLIK5WJLD7mvDODv,194621,4
Si la Ves,0.614,0.664,7,-3.939,1,0.0304,0.233,0,0.459,0.405,115.956,audio_features,7xVEvr9wPXLPU286pCfYM3,spotify:track:7xVEvr9wPXLPU286pCfYM3,https://api.spotify.com/v1/tracks/7xVEvr9wPXLPU286pCfYM3,https://api.spotify.com/v1/audio-analysis/7xVEvr9wPXLPU286pCfYM3,248000,4
Gratitude,0.397,0.00935,1,-26.949,1,0.0478,0.992,0.932,0.0993,0.243,114.002,audio_features,0ya8neyALMaTUpiyvoXCCU,spotify:track:0ya8neyALMaTUpiyvoXCCU,https://api.spotify.com/v1/tracks/0ya8neyALMaTUpiyvoXCCU,https://api.spotify.com/v1/audio-analysis/0ya8neyALMaTUpiyvoXCCU,131804,4
Our Dream,0.656,0.543,2,-8.989,1,0.0496,0.268,0.946,0.384,0.0883,82.012,audio_features,3fXUSX2tgF3cvJtIRtNqH1,spotify:track:3fXUSX2tgF3cvJtIRtNqH1,https://api.spotify.com/v1/tracks/3fXUSX2tgF3cvJtIRtNqH1,https://api.spotify.com/v1/audio-analysis/3fXUSX2tgF3cvJtIRtNqH1,236013,4
Hero of Our Time,0.534,0.903,11,-4.529,0,0.0748,5.15e-05,0.000178,0.493,0.564,135.013,audio_features,15277wUzsEKo3bxCIxFLgk,spotify:track:15277wUzsEKo3bxCIxFLgk,https://api.spotify.com/v1/tracks/15277wUzsEKo3bxCIxFLgk,https://api.spotify.com/v1/audio-analysis/15277wUzsEKo3bxCIxFLgk,140444,4
Salvapantallas - Versión Acústica,0.57,0.579,7,-7.679,1,0.0568,0.532,0,0.0805,0.534,169.737,audio_features,1XSz9rf9nTWIHYgEUKP7Uu,spotify:track:1XSz9rf9nTWIHYgEUKP7Uu,https://api.spotify.com/v1/tracks/1XSz9rf9nTWIHYgEUKP7Uu,https://api.spotify.com/v1/audio-analysis/1XSz9rf9nTWIHYgEUKP7Uu,186227,4
Bella Ciao - Radio Edit,0.659,0.956,6,-3.302,0,0.035,0.00204,0.0148,0.375,0.357,125.998,audio_features,0H9xfZtaL0ZT96vd3KNIDC,spotify:track:0H9xfZtaL0ZT96vd3KNIDC,https://api.spotify.com/v1/tracks/0H9xfZtaL0ZT96vd3KNIDC,https://api.spotify.com/v1/audio-analysis/0H9xfZtaL0ZT96vd3KNIDC,173333,4
Needless to Say,0.646,0.472,5,-12.9,1,0.219,0.553,0.936,0.215,0.401,94.958,audio_features,2L564Gg8T5QvE3I9qc4Okr,spotify:track:2L564Gg8T5QvE3I9qc4Okr,https://api.spotify.com/v1/tracks/2L564Gg8T5QvE3I9qc4Okr,https://api.spotify.com/v1/audio-analysis/2L564Gg8T5QvE3I9qc4Okr,187105,4
Untold,0.739,0.784,1,-4.462,1,0.266,0.0454,0,0.112,0.391,129.97,audio_features,39UBPbii4mLlSz5mWcmWh4,spotify:track:39UBPbii4mLlSz5mWcmWh4,https://api.spotify.com/v1/tracks/39UBPbii4mLlSz5mWcmWh4,https://api.spotify.com/v1/audio-analysis/39UBPbii4mLlSz5mWcmWh4,154273,4
Winter's Love,0.372,0.606,0,-10.768,0,0.0479,0.697,0.0104,0.324,0.301,137.801,audio_features,669Pym4oEtooejY2tt7eG1,spotify:track:669Pym4oEtooejY2tt7eG1,https://api.spotify.com/v1/tracks/669Pym4oEtooejY2tt7eG1,https://api.spotify.com/v1/audio-analysis/669Pym4oEtooejY2tt7eG1,295093,3
Intro,0.862,0.685,0,-7.699,0,0.242,0.0342,0,0.204,0.672,100.024,audio_features,77KMttn3Lic7ZQKDlPqp8v,spotify:track:77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/tracks/77KMttn3Lic7ZQKDlPqp8v,https://api.spotify.com/v1/audio-analysis/77KMttn3Lic7ZQKDlPqp8v,172800,4
Voice of My Aching Heart,0.714,0.247,11,-15.692,1,0.0548,0.888,0.889,0.113,0.138,90.069,audio_features,7fsqtE3s3MJpoTFKtINAve,spotify:track:7fsqtE3s3MJpoTFKtINAve,https://api.spotify.com/v1/tracks/7fsqtE3s3MJpoTFKtINAve,https://api.spotify.com/v1/audio-analysis/7fsqtE3s3MJpoTFKtINAve,107500,4
Vengo Del Futuro - Remix,0.558,0.412,0,-11.55,1,0.133,0.751,3.11e-06,0.117,0.395,167.887,audio_features,0RvbDIsbZVKaPOhKVokCRG,spotify:track:0RvbDIsbZVKaPOhKVokCRG,https://api.spotify.com/v1/tracks/0RvbDIsbZVKaPOhKVokCRG,https://api.spotify.com/v1/audio-analysis/0RvbDIsbZVKaPOhKVokCRG,255773,4
My Hero Academia - You Can Become A Hero - Main Theme,0.28,0.436,0,-13.333,1,0.0391,0.0324,0.853,0.325,0.188,92.022,audio_features,3t5KiNXobjJIM1sz28Rid2,spotify:track:3t5KiNXobjJIM1sz28Rid2,https://api.spotify.com/v1/tracks/3t5KiNXobjJIM1sz28Rid2,https://api.spotify.com/v1/audio-analysis/3t5KiNXobjJIM1sz28Rid2,190051,4
Chupetazos,0.676,0.459,1,-9.503,1,0.202,0.773,3.21e-05,0.185,0.491,156.031,audio_features,05Yb8J2BGQmXTZCdPkIxYa,spotify:track:05Yb8J2BGQmXTZCdPkIxYa,https://api.spotify.com/v1/tracks/05Yb8J2BGQmXTZCdPkIxYa,https://api.spotify.com/v1/audio-analysis/05Yb8J2BGQmXTZCdPkIxYa,172827,4
Morning Dreams,0.37,0.241,5,-17.982,0,0.0675,0.964,0.926,0.111,0.175,153.969,audio_features,57ORMznnpRRQfGIIF0xqNw,spotify:track:57ORMznnpRRQfGIIF0xqNw,https://api.spotify.com/v1/tracks/57ORMznnpRRQfGIIF0xqNw,https://api.spotify.com/v1/audio-analysis/57ORMznnpRRQfGIIF0xqNw,199481,4
Cater 2 U,0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.464,125.802,audio_features,6uYAPqxP69zfpCbsTHXgiz,spotify:track:6uYAPqxP69zfpCbsTHXgiz,https://api.spotify.com/v1/tracks/6uYAPqxP69zfpCbsTHXgiz,https://api.spotify.com/v1/audio-analysis/6uYAPqxP69zfpCbsTHXgiz,245400,4
La Voz De Los '80,0.535,0.931,9,-4.99,1,0.0627,0.0111,0.000467,0.0894,0.941,178.077,audio_features,3CW0syeJFZHUmvwsMwT7Xz,spotify:track:3CW0syeJFZHUmvwsMwT7Xz,https://api.spotify.com/v1/tracks/3CW0syeJFZHUmvwsMwT7Xz,https://api.spotify.com/v1/audio-analysis/3CW0syeJFZHUmvwsMwT7Xz,246400,4
Grand Escape,0.461,0.423,4,-9.161,1,0.0369,0.486,0.00118,0.137,0.546,146.061,audio_features,2cE5PbW9PhPmnyETXqH3VE,spotify:track:2cE5PbW9PhPmnyETXqH3VE,https://api.spotify.com/v1/tracks/2cE5PbW9PhPmnyETXqH3VE,https://api.spotify.com/v1/audio-analysis/2cE5PbW9PhPmnyETXqH3VE,188067,4
Ana,0.763,0.58,8,-6.196,1,0.144,0.0466,1.6e-05,0.154,0.608,175.937,audio_features,5iw28wvyHgj4ppOu5AdcEU,spotify:track:5iw28wvyHgj4ppOu5AdcEU,https://api.spotify.com/v1/tracks/5iw28wvyHgj4ppOu5AdcEU,https://api.spotify.com/v1/audio-analysis/5iw28wvyHgj4ppOu5AdcEU,212011,4
Clocks Forward,0.736,0.117,0,-16.45,1,0.0485,0.565,0.823,0.0893,0.39,85.026,audio_features,0eZIGZYhqAq7G2AI8R1UfU,spotify:track:0eZIGZYhqAq7G2AI8R1UfU,https://api.spotify.com/v1/tracks/0eZIGZYhqAq7G2AI8R1UfU,https://api.spotify.com/v1/audio-analysis/0eZIGZYhqAq7G2AI8R1UfU,141176,4
Valiente - AtellaGali Remix,0.59,0.704,5,-5.678,1,0.0575,0.146,0,0.142,0.279,97.128,audio_features,2EMTZ6NmQWqah7mAqZI1Tq,spotify:track:2EMTZ6NmQWqah7mAqZI1Tq,https://api.spotify.com/v1/tracks/2EMTZ6NmQWqah7mAqZI1Tq,https://api.spotify.com/v1/audio-analysis/2EMTZ6NmQWqah7mAqZI1Tq,227787,4
Definitivamente,0.812,0.764,8,-3.39,0,0.101,0.59,0,0.253,0.431,100.082,audio_features,0QixA24aMKKYODBY9TREFO,spotify:track:0QixA24aMKKYODBY9TREFO,https://api.spotify.com/v1/tracks/0QixA24aMKKYODBY9TREFO,https://api.spotify.com/v1/audio-analysis/0QixA24aMKKYODBY9TREFO,217773,4
Polaris (Boku No Hero Academia),0.446,0.958,8,-3.946,1,0.119,0.00277,6.99e-06,0.26,0.503,94.933,audio_features,3AmjOVVIxj6kYfqvTCYP2P,spotify:track:3AmjOVVIxj6kYfqvTCYP2P,https://api.spotify.com/v1/tracks/3AmjOVVIxj6kYfqvTCYP2P,https://api.spotify.com/v1/audio-analysis/3AmjOVVIxj6kYfqvTCYP2P,233691,4
Butterfly (Digimon Tri),0.331,0.984,8,-2.773,1,0.148,0.0375,1.25e-06,0.371,0.252,172.1,audio_features,58SfmCIL5xNQY8KKz8LphC,spotify:track:58SfmCIL5xNQY8KKz8LphC,https://api.spotify.com/v1/tracks/58SfmCIL5xNQY8KKz8LphC,https://api.spotify.com/v1/audio-analysis/58SfmCIL5xNQY8KKz8LphC,227040,4
Tu me fascines,0.43,0.0517,10,-28.208,1,0.0388,0.995,0.92,0.118,0.329,67.693,audio_features,3TuBgx3BBnkN1TiKZEmvEZ,spotify:track:3TuBgx3BBnkN1TiKZEmvEZ,https://api.spotify.com/v1/tracks/3TuBgx3BBnkN1TiKZEmvEZ,https://api.spotify.com/v1/audio-analysis/3TuBgx3BBnkN1TiKZEmvEZ,124375,3
Dusk.,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4
People Change,0.374,0.276,7,-14.945,1,0.0353,0.884,0.0123,0.122,0.412,80.169,audio_features,1iepnn71MidOJZ7Y3vfgE4,spotify:track:1iepnn71MidOJZ7Y3vfgE4,https://api.spotify.com/v1/tracks/1iepnn71MidOJZ7Y3vfgE4,https://api.spotify.com/v1/audio-analysis/1iepnn71MidOJZ7Y3vfgE4,212853,4
See What I've Become,0.395,0.769,0,-9.442,1,0.0571,0.194,0.754,0.112,0.0388,128.206,audio_features,0eOyvQ2SeejSS0zJmLS4Wq,spotify:track:0eOyvQ2SeejSS0zJmLS4Wq,https://api.spotify.com/v1/tracks/0eOyvQ2SeejSS0zJmLS4Wq,https://api.spotify.com/v1/audio-analysis/0eOyvQ2SeejSS0zJmLS4Wq,234386,4
Legendaria Luz de Luna,0.702,0.805,5,-5.432,0,0.0427,0.131,0,0.343,0.778,139.901,audio_features,6OOrm1Pi4ohW2IgxaPMXfL,spotify:track:6OOrm1Pi4ohW2IgxaPMXfL,https://api.spotify.com/v1/tracks/6OOrm1Pi4ohW2IgxaPMXfL,https://api.spotify.com/v1/audio-analysis/6OOrm1Pi4ohW2IgxaPMXfL,173520,4
Sao Paulo Sunset,0.693,0.918,7,-8.307,1,0.088,0.323,0.558,0.392,0.757,176.15,audio_features,0vTJP35J4M1PY9iAA8UmbV,spotify:track:0vTJP35J4M1PY9iAA8UmbV,https://api.spotify.com/v1/tracks/0vTJP35J4M1PY9iAA8UmbV,https://api.spotify.com/v1/audio-analysis/0vTJP35J4M1PY9iAA8UmbV,207401,4
Fake Friends,0.667,0.892,5,-4.611,0,0.0451,0.0474,0.00083,0.374,0.541,122.981,audio_features,0UBjV0qdhBKQLnl8tNXb9e,spotify:track:0UBjV0qdhBKQLnl8tNXb9e,https://api.spotify.com/v1/tracks/0UBjV0qdhBKQLnl8tNXb9e,https://api.spotify.com/v1/audio-analysis/0UBjV0qdhBKQLnl8tNXb9e,173663,4
Slide,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,audio_features,2rTnVB1bvwxHtaIl4uVu7f,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/tracks/2rTnVB1bvwxHtaIl4uVu7f,https://api.spotify.com/v1/audio-analysis/2rTnVB1bvwxHtaIl4uVu7f,238321,4
Rise (Beyblade Burst Rise) [Opening Theme Song],0.368,0.867,0,-5.099,1,0.0406,0.00158,0,0.3,0.704,170.083,audio_features,7AXZaAsdIYaiTaFMwRq7Mq,spotify:track:7AXZaAsdIYaiTaFMwRq7Mq,https://api.spotify.com/v1/tracks/7AXZaAsdIYaiTaFMwRq7Mq,https://api.spotify.com/v1/audio-analysis/7AXZaAsdIYaiTaFMwRq7Mq,118373,4
United State of Smash,0.34,0.611,1,-12.283,1,0.0411,0.0421,0.968,0.918,0.49,152.873,audio_features,2WGjBXTbMqdn77fACse95b,spotify:track:2WGjBXTbMqdn77fACse95b,https://api.spotify.com/v1/tracks/2WGjBXTbMqdn77fACse95b,https://api.spotify.com/v1/audio-analysis/2WGjBXTbMqdn77fACse95b,96291,3
In My World (Blue Exorcist),0.507,0.829,1,-9.984,0,0.0701,0.000179,5.21e-06,0.078,0.667,95.01,audio_features,0CP6gT5RZf31SATN3HD6IO,spotify:track:0CP6gT5RZf31SATN3HD6IO,https://api.spotify.com/v1/tracks/0CP6gT5RZf31SATN3HD6IO,https://api.spotify.com/v1/audio-analysis/0CP6gT5RZf31SATN3HD6IO,203526,4
Malas Intenciones,0.622,0.685,10,-1.205,1,0.0674,0.434,0,0.1,0.433,175.989,audio_features,4FWhPJjc9FMRCCFc038uEz,spotify:track:4FWhPJjc9FMRCCFc038uEz,https://api.spotify.com/v1/tracks/4FWhPJjc9FMRCCFc038uEz,https://api.spotify.com/v1/audio-analysis/4FWhPJjc9FMRCCFc038uEz,176063,4
Tu Angelito,0.788,0.922,8,-5.252,0,0.0433,0.274,0,0.344,0.898,118.043,audio_features,0Mtdt59Gxq9pe3hCTZik9H,spotify:track:0Mtdt59Gxq9pe3hCTZik9H,https://api.spotify.com/v1/tracks/0Mtdt59Gxq9pe3hCTZik9H,https://api.spotify.com/v1/audio-analysis/0Mtdt59Gxq9pe3hCTZik9H,232160,4
Red Gold Yesterday,0.384,0.235,10,-20.69,1,0.0332,0.885,0.852,0.0874,0.193,95.95,audio_features,5q4HX5dFrepBt1T4Kjuw6p,spotify:track:5q4HX5dFrepBt1T4Kjuw6p,https://api.spotify.com/v1/tracks/5q4HX5dFrepBt1T4Kjuw6p,https://api.spotify.com/v1/audio-analysis/5q4HX5dFrepBt1T4Kjuw6p,138575,3
Prefiero Olvidarlo,0.76,0.542,0,-7.674,0,0.035,0.103,9.92e-05,0.105,0.846,105.997,audio_features,43XktyfsPErRa8EvcdORnl,spotify:track:43XktyfsPErRa8EvcdORnl,https://api.spotify.com/v1/tracks/43XktyfsPErRa8EvcdORnl,https://api.spotify.com/v1/audio-analysis/43XktyfsPErRa8EvcdORnl,231006,4
Un Año,0.771,0.382,1,-6.808,0,0.0514,0.148,0,0.104,0.535,94.931,audio_features,5BDP2tky8oMQJPS33frKVp,spotify:track:5BDP2tky8oMQJPS33frKVp,https://api.spotify.com/v1/tracks/5BDP2tky8oMQJPS33frKVp,https://api.spotify.com/v1/audio-analysis/5BDP2tky8oMQJPS33frKVp,164440,4
Pour l'amour de toi,0.174,0.03,3,-29.57,0,0.0636,0.986,0.942,0.104,0.0357,133.265,audio_features,30fnP9bbrN5BVLFQdLAeAu,spotify:track:30fnP9bbrN5BVLFQdLAeAu,https://api.spotify.com/v1/tracks/30fnP9bbrN5BVLFQdLAeAu,https://api.spotify.com/v1/audio-analysis/30fnP9bbrN5BVLFQdLAeAu,123678,3
Blue Bird,0.536,0.966,6,-2.93,0,0.0557,0.12,0,0.0477,0.85,152.078,audio_features,2XpV9sHBexcNrz0Gyf3l18,spotify:track:2XpV9sHBexcNrz0Gyf3l18,https://api.spotify.com/v1/tracks/2XpV9sHBexcNrz0Gyf3l18,https://api.spotify.com/v1/audio-analysis/2XpV9sHBexcNrz0Gyf3l18,215707,4
misty forest,0.384,0.0266,2,-22.502,1,0.0385,0.971,0.301,0.0949,0.319,120.281,audio_features,7oGhkmF8N4GochEbxCpykM,spotify:track:7oGhkmF8N4GochEbxCpykM,https://api.spotify.com/v1/tracks/7oGhkmF8N4GochEbxCpykM,https://api.spotify.com/v1/audio-analysis/7oGhkmF8N4GochEbxCpykM,78600,3
... i forgot,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,audio_features,43rA71bccXFGD4C8GOpIlN,spotify:track:43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,170640,4
Sueño Sin Fin,0.494,0.843,11,-5.401,1,0.0804,0.00111,1.41e-05,0.16,0.674,153.104,audio_features,20xsf97E6lAalQTBojKnMd,spotify:track:20xsf97E6lAalQTBojKnMd,https://api.spotify.com/v1/tracks/20xsf97E6lAalQTBojKnMd,https://api.spotify.com/v1/audio-analysis/20xsf97E6lAalQTBojKnMd,225867,4
Canción Decente,0.489,0.49,1,-8.564,1,0.0396,0.483,9.1e-06,0.338,0.506,91.872,audio_features,5726tNVrrmtsbEq392MvFI,spotify:track:5726tNVrrmtsbEq392MvFI,https://api.spotify.com/v1/tracks/5726tNVrrmtsbEq392MvFI,https://api.spotify.com/v1/audio-analysis/5726tNVrrmtsbEq392MvFI,171613,4
Sin Pijama,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,audio_features,2ijef6ni2amuunRoKTlgww,spotify:track:2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/tracks/2ijef6ni2amuunRoKTlgww,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,188560,4
Binaural Beats Beta 100 Hz,0,0.00271,3,-34.405,1,0,0,0,0.112,0,0,audio_features,0VbXewdkp0J9iLYvtm45s9,spotify:track:0VbXewdkp0J9iLYvtm45s9,https://api.spotify.com/v1/tracks/0VbXewdkp0J9iLYvtm45s9,https://api.spotify.com/v1/audio-analysis/0VbXewdkp0J9iLYvtm45s9,157388,0
Walking in the Rain to a Café to Write Down Private Thoughts in Public,0.659,0.144,4,-16.066,0,0.0442,0.678,0.475,0.573,0.147,83.998,audio_features,6xHlnkbGTtQaPvFJVIweaD,spotify:track:6xHlnkbGTtQaPvFJVIweaD,https://api.spotify.com/v1/tracks/6xHlnkbGTtQaPvFJVIweaD,https://api.spotify.com/v1/audio-analysis/6xHlnkbGTtQaPvFJVIweaD,188571,4
Build,0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,audio_features,6sPOmDulFtLzfX25zICNrC,spotify:track:6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/tracks/6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,177533,4
Channel 12,0.669,0.259,4,-14.37,1,0.0482,0.931,0.849,0.126,0.474,136.008,audio_features,7aVIFiSJpfBpVLUFlX6p18,spotify:track:7aVIFiSJpfBpVLUFlX6p18,https://api.spotify.com/v1/tracks/7aVIFiSJpfBpVLUFlX6p18,https://api.spotify.com/v1/audio-analysis/7aVIFiSJpfBpVLUFlX6p18,142969,4
Cerulean,0.557,0.949,1,-5.842,0,0.922,0.649,0,0.455,0.243,92.272,audio_features,5ySRVKbWceQvPhoyXW0Mr9,spotify:track:5ySRVKbWceQvPhoyXW0Mr9,https://api.spotify.com/v1/tracks/5ySRVKbWceQvPhoyXW0Mr9,https://api.spotify.com/v1/audio-analysis/5ySRVKbWceQvPhoyXW0Mr9,507064,4
Sin Wifi,0.54,0.702,7,-6.661,0,0.201,0.249,9.49e-05,0.107,0.728,96.053,audio_features,5qsR9vSqyXv8SUQvELGOzs,spotify:track:5qsR9vSqyXv8SUQvELGOzs,https://api.spotify.com/v1/tracks/5qsR9vSqyXv8SUQvELGOzs,https://api.spotify.com/v1/audio-analysis/5qsR9vSqyXv8SUQvELGOzs,195000,4
Junto a Ella,0.502,0.802,2,-6.206,1,0.35,0.148,0,0.918,0.633,85.929,audio_features,4JFkGVYLxfrfCdjaSy6mOO,spotify:track:4JFkGVYLxfrfCdjaSy6mOO,https://api.spotify.com/v1/tracks/4JFkGVYLxfrfCdjaSy6mOO,https://api.spotify.com/v1/audio-analysis/4JFkGVYLxfrfCdjaSy6mOO,268613,4
Thingswedo,0.484,0.345,4,-13.759,0,0.148,0.0406,0.00264,0.095,0.238,81.266,audio_features,2EsFe6rAf9P7yZbNWulw38,spotify:track:2EsFe6rAf9P7yZbNWulw38,https://api.spotify.com/v1/tracks/2EsFe6rAf9P7yZbNWulw38,https://api.spotify.com/v1/audio-analysis/2EsFe6rAf9P7yZbNWulw38,124355,4
Sanctum I,0.491,0.217,9,-23.404,1,0.0349,0.242,0.858,0.142,0.142,120.0,audio_features,13PQBE8NPmDQoTpqrmxVt3,spotify:track:13PQBE8NPmDQoTpqrmxVt3,https://api.spotify.com/v1/tracks/13PQBE8NPmDQoTpqrmxVt3,https://api.spotify.com/v1/audio-analysis/13PQBE8NPmDQoTpqrmxVt3,127999,4
Ending,0.388,0.323,5,-7.158,1,0.0348,0.851,2.03e-06,0.143,0.232,118.885,audio_features,06EMBzxDm2hueehobAlMtm,spotify:track:06EMBzxDm2hueehobAlMtm,https://api.spotify.com/v1/tracks/06EMBzxDm2hueehobAlMtm,https://api.spotify.com/v1/audio-analysis/06EMBzxDm2hueehobAlMtm,249242,4
Jet Set Run - Orchestral Arrangement,0.397,0.956,7,-6.722,0,0.092,0.0015,0.956,0.0645,0.136,90.031,audio_features,5HLFgb1g0Ru7vDgLpqrU3P,spotify:track:5HLFgb1g0Ru7vDgLpqrU3P,https://api.spotify.com/v1/tracks/5HLFgb1g0Ru7vDgLpqrU3P,https://api.spotify.com/v1/audio-analysis/5HLFgb1g0Ru7vDgLpqrU3P,221372,4
Usagi Funk,0.806,0.745,10,-7.125,0,0.161,0.227,0.0102,0.411,0.922,100.011,audio_features,21I8JBrMSTNITsQU3Nb7Lr,spotify:track:21I8JBrMSTNITsQU3Nb7Lr,https://api.spotify.com/v1/tracks/21I8JBrMSTNITsQU3Nb7Lr,https://api.spotify.com/v1/audio-analysis/21I8JBrMSTNITsQU3Nb7Lr,212400,4
"Gurenge (From ""Kimetsu no Yaiba"")",0.374,0.817,7,-6.91,1,0.209,0.19,0,0.0901,0.404,92.597,audio_features,3yMaDbsslPABLr3VJ2eevO,spotify:track:3yMaDbsslPABLr3VJ2eevO,https://api.spotify.com/v1/tracks/3yMaDbsslPABLr3VJ2eevO,https://api.spotify.com/v1/audio-analysis/3yMaDbsslPABLr3VJ2eevO,236462,3
Uchiagehanabi,0.634,0.592,0,-6.808,1,0.0266,0.162,0,0.0776,0.448,97.041,audio_features,7khrpN8dSwTnyHIN47r0ZF,spotify:track:7khrpN8dSwTnyHIN47r0ZF,https://api.spotify.com/v1/tracks/7khrpN8dSwTnyHIN47r0ZF,https://api.spotify.com/v1/audio-analysis/7khrpN8dSwTnyHIN47r0ZF,259387,4
No Plan,0.456,0.75,9,-4.609,0,0.0444,0.115,1.69e-05,0.114,0.564,80.019,audio_features,4byXh93siQtzKLdjKuJaAF,spotify:track:4byXh93siQtzKLdjKuJaAF,https://api.spotify.com/v1/tracks/4byXh93siQtzKLdjKuJaAF,https://api.spotify.com/v1/audio-analysis/4byXh93siQtzKLdjKuJaAF,331013,4
Wool Gloves,0.595,0.192,11,-11.96,1,0.0616,0.762,0.875,0.11,0.131,80.959,audio_features,03xmrRjCk1q7WdpQSYJZPL,spotify:track:03xmrRjCk1q7WdpQSYJZPL,https://api.spotify.com/v1/tracks/03xmrRjCk1q7WdpQSYJZPL,https://api.spotify.com/v1/audio-analysis/03xmrRjCk1q7WdpQSYJZPL,165926,4
Shinzou Wo Sasageyo,0.443,0.911,9,-4.208,0,0.0851,0.0124,0,0.278,0.68,160.152,audio_features,642Zd1NC6fLzbLhjQ8ykcZ,spotify:track:642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/tracks/642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/audio-analysis/642Zd1NC6fLzbLhjQ8ykcZ,90375,4
Tarde,0.613,0.638,6,-4.44,1,0.0323,0.203,0,0.112,0.438,136.019,audio_features,0IgtEvYFtZEapMoCcgizGQ,spotify:track:0IgtEvYFtZEapMoCcgizGQ,https://api.spotify.com/v1/tracks/0IgtEvYFtZEapMoCcgizGQ,https://api.spotify.com/v1/audio-analysis/0IgtEvYFtZEapMoCcgizGQ,262693,4
輝きだして走ってく,0.444,0.833,2,-3.182,1,0.0898,0.0051,0,0.362,0.604,178.061,audio_features,06BIna6ik1U4hoR0XlSfzw,spotify:track:06BIna6ik1U4hoR0XlSfzw,https://api.spotify.com/v1/tracks/06BIna6ik1U4hoR0XlSfzw,https://api.spotify.com/v1/audio-analysis/06BIna6ik1U4hoR0XlSfzw,269467,4
Syrup,0.683,0.173,7,-13.145,1,0.045,0.755,0.925,0.109,0.215,86.987,audio_features,2vhuoP5GCG5k3Z68HvgwON,spotify:track:2vhuoP5GCG5k3Z68HvgwON,https://api.spotify.com/v1/tracks/2vhuoP5GCG5k3Z68HvgwON,https://api.spotify.com/v1/audio-analysis/2vhuoP5GCG5k3Z68HvgwON,66207,4
Lights,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,172213,4
