,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
"Haruka Mirai (From ""Black Clover"")",0.375,0.978,11,-2.881,0,0.304,0.00149,0,0.496,0.518,181.871,audio_features,3aiM3h9Mm0cdF9smruH08b,spotify:track:3aiM3h9Mm0cdF9smruH08b,https://api.spotify.com/v1/tracks/3aiM3h9Mm0cdF9smruH08b,https://api.spotify.com/v1/audio-analysis/3aiM3h9Mm0cdF9smruH08b,88846,4
Orgasmo Para Dos - En Vivo,0.331,0.626,1,-7.331,0,0.033,0.025,0,0.788,0.321,130.679,audio_features,0KFNDXzdcjE6DemnpwLl64,spotify:track:0KFNDXzdcjE6DemnpwLl64,https://api.spotify.com/v1/tracks/0KFNDXzdcjE6DemnpwLl64,https://api.spotify.com/v1/audio-analysis/0KFNDXzdcjE6DemnpwLl64,248747,3
Something Summery,0.643,0.381,11,-11.278,0,0.662,0.917,0.195,0.115,0.496,77.643,audio_features,1fSHWLTwlHMnNIbF2dhP1Z,spotify:track:1fSHWLTwlHMnNIbF2dhP1Z,https://api.spotify.com/v1/tracks/1fSHWLTwlHMnNIbF2dhP1Z,https://api.spotify.com/v1/audio-analysis/1fSHWLTwlHMnNIbF2dhP1Z,74286,1
Seven Deadly Sins,0.454,0.986,2,-3.544,1,0.0919,0.000714,1.33e-05,0.276,0.735,159.971,audio_features,7DpMB4j8Ye6PGU6owqQmfm,spotify:track:7DpMB4j8Ye6PGU6owqQmfm,https://api.spotify.com/v1/tracks/7DpMB4j8Ye6PGU6owqQmfm,https://api.spotify.com/v1/audio-analysis/7DpMB4j8Ye6PGU6owqQmfm,170147,4
Omen - Radio Edit,0.671,0.786,8,-4.857,1,0.14,0.115,0,0.363,0.621,106.057,audio_features,78EQ5LZGgviMU9k0zrqv1r,spotify:track:78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/tracks/78EQ5LZGgviMU9k0zrqv1r,https://api.spotify.com/v1/audio-analysis/78EQ5LZGgviMU9k0zrqv1r,196817,4
Sweater Weather - The Voice Performance,0.576,0.686,9,-5.088,0,0.0294,0.0324,0,0.149,0.187,123.994,audio_features,4qgSTpJskMqxPZOinlGWmi,spotify:track:4qgSTpJskMqxPZOinlGWmi,https://api.spotify.com/v1/tracks/4qgSTpJskMqxPZOinlGWmi,https://api.spotify.com/v1/audio-analysis/4qgSTpJskMqxPZOinlGWmi,179305,4
Recuring Dream,0.548,0.361,5,-9.36,0,0.194,0.525,0.032,0.114,0.72,87.457,audio_features,6dB6YYgBOPtzt37Fa0M8Eh,spotify:track:6dB6YYgBOPtzt37Fa0M8Eh,https://api.spotify.com/v1/tracks/6dB6YYgBOPtzt37Fa0M8Eh,https://api.spotify.com/v1/audio-analysis/6dB6YYgBOPtzt37Fa0M8Eh,173296,4
Sucio Perro,0.486,0.551,4,-7.195,1,0.127,0.556,0,0.0913,0.501,206.88,audio_features,6UdHagfGroELYplwKiG215,spotify:track:6UdHagfGroELYplwKiG215,https://api.spotify.com/v1/tracks/6UdHagfGroELYplwKiG215,https://api.spotify.com/v1/audio-analysis/6UdHagfGroELYplwKiG215,230867,3
Piel a Piel,0.711,0.723,9,-5.28,1,0.0301,0.188,0,0.191,0.956,135.003,audio_features,10gtZptzstBhwc8G3L6Ao3,spotify:track:10gtZptzstBhwc8G3L6Ao3,https://api.spotify.com/v1/tracks/10gtZptzstBhwc8G3L6Ao3,https://api.spotify.com/v1/audio-analysis/10gtZptzstBhwc8G3L6Ao3,233240,4
Quiero Estar Contigo,0.751,0.664,1,-7.757,0,0.0418,0.017,2.44e-06,0.112,0.574,150.025,audio_features,7iIn1RX1Zhj3fl6Rvukobx,spotify:track:7iIn1RX1Zhj3fl6Rvukobx,https://api.spotify.com/v1/tracks/7iIn1RX1Zhj3fl6Rvukobx,https://api.spotify.com/v1/audio-analysis/7iIn1RX1Zhj3fl6Rvukobx,224800,4
After Dark,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,audio_features,2LKOHdMsL0K9KwcPRlJK2v,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/tracks/2LKOHdMsL0K9KwcPRlJK2v,https://api.spotify.com/v1/audio-analysis/2LKOHdMsL0K9KwcPRlJK2v,259147,4
Déjala Que Vuelva (feat. Manuel Turizo),0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,audio_features,1j6xOGusnyXq3l6IryKF3G,spotify:track:1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/tracks/1j6xOGusnyXq3l6IryKF3G,https://api.spotify.com/v1/audio-analysis/1j6xOGusnyXq3l6IryKF3G,220117,4
where the sun shines,0.555,0.138,5,-21.503,1,0.0337,0.917,0.487,0.154,0.083,119.997,audio_features,6mMffiWawy9tnUw5RYdIOj,spotify:track:6mMffiWawy9tnUw5RYdIOj,https://api.spotify.com/v1/tracks/6mMffiWawy9tnUw5RYdIOj,https://api.spotify.com/v1/audio-analysis/6mMffiWawy9tnUw5RYdIOj,177058,4
Acho Puñeta - Reggae Remix,0.621,0.745,7,-5.369,1,0.265,0.189,1.29e-06,0.124,0.831,73.649,audio_features,3wTF8x41fGiusgpQGBEBVW,spotify:track:3wTF8x41fGiusgpQGBEBVW,https://api.spotify.com/v1/tracks/3wTF8x41fGiusgpQGBEBVW,https://api.spotify.com/v1/audio-analysis/3wTF8x41fGiusgpQGBEBVW,292000,4
バイバイ YESTERDAY - TVsize,0.608,0.922,0,-3.833,1,0.0642,0.102,0,0.128,0.961,180.014,audio_features,7jbP24xMUC7DWknjqFbhlr,spotify:track:7jbP24xMUC7DWknjqFbhlr,https://api.spotify.com/v1/tracks/7jbP24xMUC7DWknjqFbhlr,https://api.spotify.com/v1/audio-analysis/7jbP24xMUC7DWknjqFbhlr,89001,4
Sign,0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,audio_features,5Ohxk2dO5COHF1krpoPigN,spotify:track:5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,340707,4
Midnight City,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009,audio_features,1eyzqe2QqGZUmfcPZtrIyt,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/tracks/1eyzqe2QqGZUmfcPZtrIyt,https://api.spotify.com/v1/audio-analysis/1eyzqe2QqGZUmfcPZtrIyt,241440,4
I Feel Alive - Spanish Version,0.775,0.84,5,-3.521,0,0.0544,0.0173,0,0.158,0.881,129.996,audio_features,2yw68a67ywXxsmeZDGjWJo,spotify:track:2yw68a67ywXxsmeZDGjWJo,https://api.spotify.com/v1/tracks/2yw68a67ywXxsmeZDGjWJo,https://api.spotify.com/v1/audio-analysis/2yw68a67ywXxsmeZDGjWJo,203467,4
Tu Sin Mi,0.803,0.418,9,-5.751,0,0.0318,0.143,0,0.0524,0.784,83.965,audio_features,0gWa0Y7I6Y78QWjuudv58R,spotify:track:0gWa0Y7I6Y78QWjuudv58R,https://api.spotify.com/v1/tracks/0gWa0Y7I6Y78QWjuudv58R,https://api.spotify.com/v1/audio-analysis/0gWa0Y7I6Y78QWjuudv58R,245056,4
Ráptame,0.637,0.721,0,-6.441,1,0.168,0.0125,8.46e-06,0.0606,0.419,184.007,audio_features,7KvrfnCkHb2qBDyVOqJ2bt,spotify:track:7KvrfnCkHb2qBDyVOqJ2bt,https://api.spotify.com/v1/tracks/7KvrfnCkHb2qBDyVOqJ2bt,https://api.spotify.com/v1/audio-analysis/7KvrfnCkHb2qBDyVOqJ2bt,198093,4
Don't Worry (feat. Ray Dalton),0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,audio_features,1XlRA078Zp2Q0IfWliK42q,spotify:track:1XlRA078Zp2Q0IfWliK42q,https://api.spotify.com/v1/tracks/1XlRA078Zp2Q0IfWliK42q,https://api.spotify.com/v1/audio-analysis/1XlRA078Zp2Q0IfWliK42q,214789,4
Me Gusta Todo de Ti,0.626,0.684,10,-2.71,1,0.0329,0.538,0.00016,0.0832,0.866,154.202,audio_features,0lQw1AoV5ZUAatpZN0Lrl5,spotify:track:0lQw1AoV5ZUAatpZN0Lrl5,https://api.spotify.com/v1/tracks/0lQw1AoV5ZUAatpZN0Lrl5,https://api.spotify.com/v1/audio-analysis/0lQw1AoV5ZUAatpZN0Lrl5,184173,3
TOKYO GENOCIDE CITY,0.59,0.641,8,-4.484,0,0.188,0.0184,1.84e-06,0.165,0.93,207.927,audio_features,12FjqNa0v9JORMdQQrRCh5,spotify:track:12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/tracks/12FjqNa0v9JORMdQQrRCh5,https://api.spotify.com/v1/audio-analysis/12FjqNa0v9JORMdQQrRCh5,218787,4
Young & Stupid,0.779,0.79,1,-4.343,0,0.13,0.126,0,0.333,0.801,107.019,audio_features,26a1ih91NiFLHgJo4Tk2Dw,spotify:track:26a1ih91NiFLHgJo4Tk2Dw,https://api.spotify.com/v1/tracks/26a1ih91NiFLHgJo4Tk2Dw,https://api.spotify.com/v1/audio-analysis/26a1ih91NiFLHgJo4Tk2Dw,186400,4
happy place,0.81,0.438,0,-9.958,1,0.582,0.82,0.00123,0.0783,0.647,76.922,audio_features,4ea0Jv1pGjkukZTLSnDrQc,spotify:track:4ea0Jv1pGjkukZTLSnDrQc,https://api.spotify.com/v1/tracks/4ea0Jv1pGjkukZTLSnDrQc,https://api.spotify.com/v1/audio-analysis/4ea0Jv1pGjkukZTLSnDrQc,139400,4
Walking Home,0.654,0.731,6,-6.559,0,0.0255,0.179,3.48e-05,0.1,0.761,117.955,audio_features,4FdeSDY5xmZgZg4MyBLleO,spotify:track:4FdeSDY5xmZgZg4MyBLleO,https://api.spotify.com/v1/tracks/4FdeSDY5xmZgZg4MyBLleO,https://api.spotify.com/v1/audio-analysis/4FdeSDY5xmZgZg4MyBLleO,239213,4
Bella Ciao - Mix Cut,0.614,0.9,4,-4.682,0,0.0492,0.00216,0.000556,0.376,0.201,129.956,audio_features,4vJH4sXPuxuXHdaYVJlaIm,spotify:track:4vJH4sXPuxuXHdaYVJlaIm,https://api.spotify.com/v1/tracks/4vJH4sXPuxuXHdaYVJlaIm,https://api.spotify.com/v1/audio-analysis/4vJH4sXPuxuXHdaYVJlaIm,200308,4
El Secreto de las Tortugas - Version 2010,0.547,0.884,1,-5.483,1,0.0457,0.106,9.56e-06,0.0715,0.886,169.954,audio_features,3hlYxsbq75SWlRfN7XR7Ax,spotify:track:3hlYxsbq75SWlRfN7XR7Ax,https://api.spotify.com/v1/tracks/3hlYxsbq75SWlRfN7XR7Ax,https://api.spotify.com/v1/audio-analysis/3hlYxsbq75SWlRfN7XR7Ax,238440,4
Me Gusta (Version Salsa),0.798,0.46,9,-14.289,1,0.0539,0.558,0,0.0464,0.964,109.978,audio_features,3PE6LwOsP62Dif5Y9hwBCr,spotify:track:3PE6LwOsP62Dif5Y9hwBCr,https://api.spotify.com/v1/tracks/3PE6LwOsP62Dif5Y9hwBCr,https://api.spotify.com/v1/audio-analysis/3PE6LwOsP62Dif5Y9hwBCr,240171,4
Como Lo Hacia Yo (Official Remix),0.74,0.727,7,-6.982,0,0.0361,0.184,0,0.198,0.699,94.011,audio_features,2d1Bkco7bbFw050xDvZqQ1,spotify:track:2d1Bkco7bbFw050xDvZqQ1,https://api.spotify.com/v1/tracks/2d1Bkco7bbFw050xDvZqQ1,https://api.spotify.com/v1/audio-analysis/2d1Bkco7bbFw050xDvZqQ1,281170,4
Callaita,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534,4
Withu,0.741,0.219,10,-11.878,0,0.0813,0.853,0.935,0.109,0.519,156.116,audio_features,76bqpXdcQBtnQw6ByKQjvO,spotify:track:76bqpXdcQBtnQw6ByKQjvO,https://api.spotify.com/v1/tracks/76bqpXdcQBtnQw6ByKQjvO,https://api.spotify.com/v1/audio-analysis/76bqpXdcQBtnQw6ByKQjvO,104620,4
Out of My Mind,0.645,0.715,10,-5.97,0,0.172,0.362,0,0.0795,0.801,131.969,audio_features,2TJ5ei0GrErhEdAwWITbgd,spotify:track:2TJ5ei0GrErhEdAwWITbgd,https://api.spotify.com/v1/tracks/2TJ5ei0GrErhEdAwWITbgd,https://api.spotify.com/v1/audio-analysis/2TJ5ei0GrErhEdAwWITbgd,222960,4
Y Tu Te Vas - Salsa Version,0.724,0.749,1,-6.957,0,0.0404,0.728,0,0.12,0.671,91.992,audio_features,4VQwZA0KTQQFBI8L9AqiWG,spotify:track:4VQwZA0KTQQFBI8L9AqiWG,https://api.spotify.com/v1/tracks/4VQwZA0KTQQFBI8L9AqiWG,https://api.spotify.com/v1/audio-analysis/4VQwZA0KTQQFBI8L9AqiWG,246291,4
Cuanto Te Quiero (Bonus Track) [feat. Cestar],0.651,0.857,5,-3.115,0,0.0402,0.00488,9.93e-06,0.0993,0.941,169.039,audio_features,7cv7m9JnfhyQNE4fLtUXfI,spotify:track:7cv7m9JnfhyQNE4fLtUXfI,https://api.spotify.com/v1/tracks/7cv7m9JnfhyQNE4fLtUXfI,https://api.spotify.com/v1/audio-analysis/7cv7m9JnfhyQNE4fLtUXfI,198202,4
Dance with Me Tonight,0.672,0.748,11,-5.922,0,0.0589,0.305,0,0.0811,0.964,163.984,audio_features,1FSWSs9CL01RCYxXtm08Rf,spotify:track:1FSWSs9CL01RCYxXtm08Rf,https://api.spotify.com/v1/tracks/1FSWSs9CL01RCYxXtm08Rf,https://api.spotify.com/v1/audio-analysis/1FSWSs9CL01RCYxXtm08Rf,202227,4
Tú Volverás,0.635,0.668,0,-7.351,1,0.026,0.00283,0.00141,0.121,0.325,125.987,audio_features,3FD4WGUSXKAkYSXs1FJ5JU,spotify:track:3FD4WGUSXKAkYSXs1FJ5JU,https://api.spotify.com/v1/tracks/3FD4WGUSXKAkYSXs1FJ5JU,https://api.spotify.com/v1/audio-analysis/3FD4WGUSXKAkYSXs1FJ5JU,283013,4
We Don't Talk Anymore - Lash Remix,0.723,0.778,1,-5.896,0,0.114,0.0382,5.36e-06,0.144,0.408,110.086,audio_features,4qKREVjzOFA7jCb7rbwDaw,spotify:track:4qKREVjzOFA7jCb7rbwDaw,https://api.spotify.com/v1/tracks/4qKREVjzOFA7jCb7rbwDaw,https://api.spotify.com/v1/audio-analysis/4qKREVjzOFA7jCb7rbwDaw,201000,4
Empire,0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4
Bella Ciao,0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,audio_features,3lWzVNe1yFZlkeBBzUuZYu,spotify:track:3lWzVNe1yFZlkeBBzUuZYu,https://api.spotify.com/v1/tracks/3lWzVNe1yFZlkeBBzUuZYu,https://api.spotify.com/v1/audio-analysis/3lWzVNe1yFZlkeBBzUuZYu,139845,5
Rain,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200,4
Inlove,0.866,0.469,2,-10.085,1,0.404,0.0851,0.000918,0.104,0.635,117.925,audio_features,66HNVEtfr0IwaHdDEDKuwy,spotify:track:66HNVEtfr0IwaHdDEDKuwy,https://api.spotify.com/v1/tracks/66HNVEtfr0IwaHdDEDKuwy,https://api.spotify.com/v1/audio-analysis/66HNVEtfr0IwaHdDEDKuwy,163762,4
Duluoz Dream,0.802,0.526,1,-10.585,1,0.257,0.518,0.0261,0.0739,0.532,93.976,audio_features,6QsEMC07RrsuMTaTrSLmRh,spotify:track:6QsEMC07RrsuMTaTrSLmRh,https://api.spotify.com/v1/tracks/6QsEMC07RrsuMTaTrSLmRh,https://api.spotify.com/v1/audio-analysis/6QsEMC07RrsuMTaTrSLmRh,225440,4
Kataomoi,0.619,0.534,1,-5.974,1,0.0344,0.78,0,0.331,0.792,96.986,audio_features,6g93YtKKHU2H1qIqhLIL0Y,spotify:track:6g93YtKKHU2H1qIqhLIL0Y,https://api.spotify.com/v1/tracks/6g93YtKKHU2H1qIqhLIL0Y,https://api.spotify.com/v1/audio-analysis/6g93YtKKHU2H1qIqhLIL0Y,207360,4
7teen,0.461,0.364,0,-12.203,1,0.0878,0.934,0.878,0.097,0.331,143.494,audio_features,2IFIftlzXbUZ32v4NbPFLn,spotify:track:2IFIftlzXbUZ32v4NbPFLn,https://api.spotify.com/v1/tracks/2IFIftlzXbUZ32v4NbPFLn,https://api.spotify.com/v1/audio-analysis/2IFIftlzXbUZ32v4NbPFLn,117770,4
jatz,0.742,0.265,8,-13.196,1,0.0694,0.025,0.878,0.0959,0.611,86.923,audio_features,4qgSDHS7vpKgfTnmFCLRHJ,spotify:track:4qgSDHS7vpKgfTnmFCLRHJ,https://api.spotify.com/v1/tracks/4qgSDHS7vpKgfTnmFCLRHJ,https://api.spotify.com/v1/audio-analysis/4qgSDHS7vpKgfTnmFCLRHJ,94094,4
"Ojos Claros, Labios Rosas",0.696,0.52,9,-8.043,0,0.0446,0.00507,0.0786,0.295,0.727,124.015,audio_features,34tCEtUZP9JaPZ6KqFUHvh,spotify:track:34tCEtUZP9JaPZ6KqFUHvh,https://api.spotify.com/v1/tracks/34tCEtUZP9JaPZ6KqFUHvh,https://api.spotify.com/v1/audio-analysis/34tCEtUZP9JaPZ6KqFUHvh,262067,4
try,0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998,audio_features,1jF7IL57ayN4Ity3jQqGu0,spotify:track:1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/tracks/1jF7IL57ayN4Ity3jQqGu0,https://api.spotify.com/v1/audio-analysis/1jF7IL57ayN4Ity3jQqGu0,247907,4
Melt,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,audio_features,2kSb3wYSOV996xA2NSmpck,spotify:track:2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/tracks/2kSb3wYSOV996xA2NSmpck,https://api.spotify.com/v1/audio-analysis/2kSb3wYSOV996xA2NSmpck,208854,4
"Dan Dan Kokoro Hikareteku (From ""Dragon Ball GT"")",0.627,0.694,5,-8.898,1,0.0322,0.134,0,0.17,0.548,132.898,audio_features,5s2n6kfwHGinnn8HGG8Cad,spotify:track:5s2n6kfwHGinnn8HGG8Cad,https://api.spotify.com/v1/tracks/5s2n6kfwHGinnn8HGG8Cad,https://api.spotify.com/v1/audio-analysis/5s2n6kfwHGinnn8HGG8Cad,211016,4
treehouse,0.691,0.733,6,-5.02,1,0.0368,0.184,0,0.341,0.797,153.976,audio_features,6S1IgeHxxOT9qVWnmsdGxe,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/tracks/6S1IgeHxxOT9qVWnmsdGxe,https://api.spotify.com/v1/audio-analysis/6S1IgeHxxOT9qVWnmsdGxe,219933,4
If Not For You,0.607,0.755,7,-6.886,1,0.0317,0.219,0.00399,0.082,0.867,116.119,audio_features,7ykaUgkdQWJLsMuOymTV2A,spotify:track:7ykaUgkdQWJLsMuOymTV2A,https://api.spotify.com/v1/tracks/7ykaUgkdQWJLsMuOymTV2A,https://api.spotify.com/v1/audio-analysis/7ykaUgkdQWJLsMuOymTV2A,210720,4
Lejos De Ti,0.666,0.725,9,-6.114,1,0.0405,0.23,6.25e-05,0.146,0.787,90.003,audio_features,0nLuVU9SOoV5vTztTRBzM5,spotify:track:0nLuVU9SOoV5vTztTRBzM5,https://api.spotify.com/v1/tracks/0nLuVU9SOoV5vTztTRBzM5,https://api.spotify.com/v1/audio-analysis/0nLuVU9SOoV5vTztTRBzM5,337040,4
Bella Ciao - Radio Edit,0.659,0.956,6,-3.302,0,0.035,0.00204,0.0148,0.375,0.357,125.998,audio_features,0H9xfZtaL0ZT96vd3KNIDC,spotify:track:0H9xfZtaL0ZT96vd3KNIDC,https://api.spotify.com/v1/tracks/0H9xfZtaL0ZT96vd3KNIDC,https://api.spotify.com/v1/audio-analysis/0H9xfZtaL0ZT96vd3KNIDC,173333,4
Vuelve Otra Vez,0.785,0.724,11,-4.833,0,0.226,0.258,0,0.0542,0.84,169.934,audio_features,6ZbKeS9LAVf8zNWSCYY639,spotify:track:6ZbKeS9LAVf8zNWSCYY639,https://api.spotify.com/v1/tracks/6ZbKeS9LAVf8zNWSCYY639,https://api.spotify.com/v1/audio-analysis/6ZbKeS9LAVf8zNWSCYY639,187274,4
That 'just got home from work' type of beat,0.79,0.251,10,-10.486,0,0.182,0.06,0.722,0.267,0.609,145.068,audio_features,6jhLjrVZLoPB3p1xRsk1o2,spotify:track:6jhLjrVZLoPB3p1xRsk1o2,https://api.spotify.com/v1/tracks/6jhLjrVZLoPB3p1xRsk1o2,https://api.spotify.com/v1/audio-analysis/6jhLjrVZLoPB3p1xRsk1o2,123189,4
Close To Your Love - AtellaGali Vs Vicka Official Remix/Radio Edit,0.618,0.892,10,-4.171,0,0.0664,0.00906,0.00027,0.0627,0.372,128.023,audio_features,06LuYnF2BHxxWffMwIZgIh,spotify:track:06LuYnF2BHxxWffMwIZgIh,https://api.spotify.com/v1/tracks/06LuYnF2BHxxWffMwIZgIh,https://api.spotify.com/v1/audio-analysis/06LuYnF2BHxxWffMwIZgIh,220480,4
Build,0.66,0.512,0,-7.183,1,0.0294,0.313,0,0.283,0.852,133.607,audio_features,6sPOmDulFtLzfX25zICNrC,spotify:track:6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/tracks/6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,177533,4
Life Goes On,0.716,0.541,1,-7.909,1,0.149,0.0021,0,0.115,0.387,139.978,audio_features,2bSk87AVkCIIC3Bcligq1z,spotify:track:2bSk87AVkCIIC3Bcligq1z,https://api.spotify.com/v1/tracks/2bSk87AVkCIIC3Bcligq1z,https://api.spotify.com/v1/audio-analysis/2bSk87AVkCIIC3Bcligq1z,247055,4
Sun Is Shining,0.663,0.844,4,-4.88,0,0.255,0.00828,0.00168,0.236,0.638,124.006,audio_features,48xPlyqrp76RSwJirihTHo,spotify:track:48xPlyqrp76RSwJirihTHo,https://api.spotify.com/v1/tracks/48xPlyqrp76RSwJirihTHo,https://api.spotify.com/v1/audio-analysis/48xPlyqrp76RSwJirihTHo,185000,4
Como eh,0.571,0.939,1,-5.047,1,0.21,0.167,0.0562,0.158,0.506,157.312,audio_features,7ztOdMc4syK9sxPe1EAShL,spotify:track:7ztOdMc4syK9sxPe1EAShL,https://api.spotify.com/v1/tracks/7ztOdMc4syK9sxPe1EAShL,https://api.spotify.com/v1/audio-analysis/7ztOdMc4syK9sxPe1EAShL,219716,5
Dime Que Si,0.899,0.48,9,-6.196,1,0.06,0.326,0,0.0735,0.392,94.011,audio_features,664N81BanO9zNURGi2iliG,spotify:track:664N81BanO9zNURGi2iliG,https://api.spotify.com/v1/tracks/664N81BanO9zNURGi2iliG,https://api.spotify.com/v1/audio-analysis/664N81BanO9zNURGi2iliG,211103,4
sorry,0.637,0.764,8,-6.651,1,0.053,0.0528,0,0.258,0.474,104.277,audio_features,1tpfBBXmgxhdNac6xClQp6,spotify:track:1tpfBBXmgxhdNac6xClQp6,https://api.spotify.com/v1/tracks/1tpfBBXmgxhdNac6xClQp6,https://api.spotify.com/v1/audio-analysis/1tpfBBXmgxhdNac6xClQp6,255333,4
Sin Contrato (feat. Fifth Harmony),0.782,0.791,11,-6.038,0,0.102,0.144,0,0.169,0.896,96.022,audio_features,09S64DUkxIX9EwIaULu6yN,spotify:track:09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/tracks/09S64DUkxIX9EwIaULu6yN,https://api.spotify.com/v1/audio-analysis/09S64DUkxIX9EwIaULu6yN,181269,4
light,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,audio_features,4jAIqgrPjKLTY9Gbez25Qb,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/tracks/4jAIqgrPjKLTY9Gbez25Qb,https://api.spotify.com/v1/audio-analysis/4jAIqgrPjKLTY9Gbez25Qb,172213,4
Medicine - Steve Aoki from the Block Remix,0.873,0.816,7,-3.583,1,0.107,0.0239,0.0273,0.296,0.546,104.982,audio_features,4rbVfArLBGLtpSBjgxNMgs,spotify:track:4rbVfArLBGLtpSBjgxNMgs,https://api.spotify.com/v1/tracks/4rbVfArLBGLtpSBjgxNMgs,https://api.spotify.com/v1/audio-analysis/4rbVfArLBGLtpSBjgxNMgs,170286,4
sugarbloom,0.696,0.171,6,-21.657,1,0.0817,0.893,0.93,0.344,0.438,83.191,audio_features,42xmGmCazYDYFjMdGTmP1W,spotify:track:42xmGmCazYDYFjMdGTmP1W,https://api.spotify.com/v1/tracks/42xmGmCazYDYFjMdGTmP1W,https://api.spotify.com/v1/audio-analysis/42xmGmCazYDYFjMdGTmP1W,96812,4
Hiking,0.547,0.197,10,-12.867,0,0.19,0.905,0.00364,0.0978,0.513,142.207,audio_features,4uYNQChg2Tw8O977YSo3wd,spotify:track:4uYNQChg2Tw8O977YSo3wd,https://api.spotify.com/v1/tracks/4uYNQChg2Tw8O977YSo3wd,https://api.spotify.com/v1/audio-analysis/4uYNQChg2Tw8O977YSo3wd,108169,4
Let's Bring Him Home,0.128,0.43,10,-16.513,0,0.066,0.468,0.79,0.0886,0.051,173.562,audio_features,3bNIcL4aETdHqFN11Zmjq0,spotify:track:3bNIcL4aETdHqFN11Zmjq0,https://api.spotify.com/v1/tracks/3bNIcL4aETdHqFN11Zmjq0,https://api.spotify.com/v1/audio-analysis/3bNIcL4aETdHqFN11Zmjq0,99110,4
Huellas,0.496,0.828,0,-9.734,1,0.06,0.0709,0.000116,0.987,0.557,120.117,audio_features,21lAbHZD1YrH4xSLoApJTy,spotify:track:21lAbHZD1YrH4xSLoApJTy,https://api.spotify.com/v1/tracks/21lAbHZD1YrH4xSLoApJTy,https://api.spotify.com/v1/audio-analysis/21lAbHZD1YrH4xSLoApJTy,375002,4
Distante,0.783,0.464,8,-6.7,0,0.0647,0.725,0.000262,0.109,0.387,95.99,audio_features,48EILUaIsLJ6sxisJlx5QP,spotify:track:48EILUaIsLJ6sxisJlx5QP,https://api.spotify.com/v1/tracks/48EILUaIsLJ6sxisJlx5QP,https://api.spotify.com/v1/audio-analysis/48EILUaIsLJ6sxisJlx5QP,153809,4
Brave Heart,0.378,0.891,0,-3.678,1,0.0531,0.0112,3.78e-05,0.353,0.5,142.066,audio_features,5fI0tteqDxnv2Tso0CcZbW,spotify:track:5fI0tteqDxnv2Tso0CcZbW,https://api.spotify.com/v1/tracks/5fI0tteqDxnv2Tso0CcZbW,https://api.spotify.com/v1/audio-analysis/5fI0tteqDxnv2Tso0CcZbW,243409,4
